orderID,productID,unitPrice,quantity,discount,lineTotal
10248,11,14.0,12,0.0,168.0
10248,42,9.8,10,0.0,98.0
10248,72,34.8,5,0.0,174.0
10249,14,18.6,9,0.0,167.4
10249,51,42.4,40,0.0,1696.0
10250,41,7.7,10,0.0,77.0
10250,51,42.4,35,0.15,1261.3999999999999
10250,65,16.8,15,0.15,214.2
10251,22,16.8,6,0.05,95.76
10251,57,15.6,15,0.05,222.29999999999998
10251,65,16.8,20,0.0,336.0
10252,20,64.8,40,0.05,2462.4
10252,33,2.0,25,0.05,47.5
10252,60,27.2,40,0.0,1088.0
10253,31,10.0,20,0.0,200.0
10253,39,14.4,42,0.0,604.8000000000001
10253,49,16.0,40,0.0,640.0
10254,24,3.6,15,0.15,45.9
10254,55,19.2,21,0.15,342.71999999999997
10254,74,8.0,21,0.0,168.0
10255,2,15.2,20,0.0,304.0
10255,16,13.9,35,0.0,486.5
10255,36,15.2,25,0.0,380.0
10255,59,44.0,30,0.0,1320.0
10256,53,26.2,15,0.0,393.0
10256,77,10.4,12,0.0,124.80000000000001
10257,27,35.1,25,0.0,877.5
10257,39,14.4,6,0.0,86.4
10257,77,10.4,15,0.0,156.0
10258,2,15.2,50,0.2,608.0
10258,5,17.0,65,0.2,884.0
10258,32,25.6,6,0.2,122.88000000000002
10259,21,8.0,10,0.0,80.0
10259,37,20.8,1,0.0,20.8
10260,41,7.7,16,0.25,92.4
10260,57,15.6,50,0.0,780.0
10260,62,39.4,15,0.25,443.25
10260,70,12.0,21,0.25,189.0
10261,21,8.0,20,0.0,160.0
10261,35,14.4,20,0.0,288.0
10262,5,17.0,12,0.2,163.20000000000002
10262,7,24.0,15,0.0,360.0
10262,56,30.4,2,0.0,60.8
10263,16,13.9,60,0.25,625.5
10263,24,3.6,28,0.0,100.8
10263,30,20.7,60,0.25,931.5
10263,74,8.0,36,0.25,216.0
10264,2,15.2,35,0.0,532.0
10264,41,7.7,25,0.15,163.625
10265,17,31.2,30,0.0,936.0
10265,70,12.0,20,0.0,240.0
10266,12,30.4,12,0.05,346.55999999999995
10267,40,14.7,50,0.0,735.0
10267,59,44.0,70,0.15,2618.0
10267,76,14.4,15,0.15,183.6
10268,29,99.0,10,0.0,990.0
10268,72,27.8,4,0.0,111.2
10269,33,2.0,60,0.05,114.0
10269,72,27.8,20,0.05,528.1999999999999
10270,36,15.2,30,0.0,456.0
10270,43,36.8,25,0.0,919.9999999999999
10271,33,2.0,24,0.0,48.0
10272,20,64.8,6,0.0,388.79999999999995
10272,31,10.0,40,0.0,400.0
10272,72,27.8,24,0.0,667.2
10273,10,24.8,24,0.05,565.44
10273,31,10.0,15,0.05,142.5
10273,33,2.0,20,0.0,40.0
10273,40,14.7,60,0.05,837.9
10273,76,14.4,33,0.05,451.43999999999994
10274,71,17.2,20,0.0,344.0
10274,72,27.8,7,0.0,194.6
10275,24,3.6,12,0.05,41.04
10275,59,44.0,6,0.05,250.79999999999998
10276,10,24.8,15,0.0,372.0
10276,13,4.8,10,0.0,48.0
10277,28,36.4,20,0.0,728.0
10277,62,39.4,12,0.0,472.79999999999995
10278,44,15.5,16,0.0,248.0
10278,59,44.0,15,0.0,660.0
10278,63,35.1,8,0.0,280.8
10278,73,12.0,25,0.0,300.0
10279,17,31.2,15,0.25,351.0
10280,24,3.6,12,0.0,43.2
10280,55,19.2,20,0.0,384.0
10280,75,6.2,30,0.0,186.0
10281,19,7.3,1,0.0,7.3
10281,24,3.6,6,0.0,21.6
10281,35,14.4,4,0.0,57.6
10282,30,20.7,6,0.0,124.19999999999999
10282,57,15.6,2,0.0,31.2
10283,15,12.4,20,0.0,248.0
10283,19,7.3,18,0.0,131.4
10283,60,27.2,35,0.0,952.0
10283,72,27.8,3,0.0,83.4
10284,27,35.1,15,0.25,394.875
10284,44,15.5,21,0.0,325.5
10284,60,27.2,20,0.25,408.0
10284,67,11.2,5,0.25,42.0
10285,1,14.4,45,0.2,518.4
10285,40,14.7,40,0.2,470.40000000000003
10285,53,26.2,36,0.2,754.56
10286,35,14.4,100,0.0,1440.0
10286,62,39.4,40,0.0,1576.0
10287,16,13.9,40,0.15,472.59999999999997
10287,34,11.2,20,0.0,224.0
10287,46,9.6,15,0.15,122.39999999999999
10288,54,5.9,10,0.1,53.1
10288,68,10.0,3,0.1,27.0
10289,3,8.0,30,0.0,240.0
10289,64,26.6,9,0.0,239.4
10290,5,17.0,20,0.0,340.0
10290,29,99.0,15,0.0,1485.0
10290,49,16.0,15,0.0,240.0
10290,77,10.4,10,0.0,104.0
10291,13,4.8,20,0.1,86.4
10291,44,15.5,24,0.1,334.8
10291,51,42.4,2,0.1,76.32
10292,20,64.8,20,0.0,1296.0
10293,18,50.0,12,0.0,600.0
10293,24,3.6,10,0.0,36.0
10293,63,35.1,5,0.0,175.5
10293,75,6.2,6,0.0,37.2
10294,1,14.4,18,0.0,259.2
10294,17,31.2,15,0.0,468.0
10294,43,36.8,15,0.0,552.0
10294,60,27.2,21,0.0,571.1999999999999
10294,75,6.2,6,0.0,37.2
10295,56,30.4,4,0.0,121.6
10296,11,16.8,12,0.0,201.60000000000002
10296,16,13.9,30,0.0,417.0
10296,69,28.8,15,0.0,432.0
10297,39,14.4,60,0.0,864.0
10297,72,27.8,20,0.0,556.0
10298,2,15.2,40,0.0,608.0
10298,36,15.2,40,0.25,456.0
10298,59,44.0,30,0.25,990.0
10298,62,39.4,15,0.0,591.0
10299,19,7.3,15,0.0,109.5
10299,70,12.0,20,0.0,240.0
10300,66,13.6,30,0.0,408.0
10300,68,10.0,20,0.0,200.0
10301,40,14.7,10,0.0,147.0
10301,56,30.4,20,0.0,608.0
10302,17,31.2,40,0.0,1248.0
10302,28,36.4,28,0.0,1019.1999999999999
10302,43,36.8,12,0.0,441.59999999999997
10303,40,14.7,40,0.1,529.2
10303,65,16.8,30,0.1,453.6
10303,68,10.0,15,0.1,135.0
10304,49,16.0,30,0.0,480.0
10304,59,44.0,10,0.0,440.0
10304,71,17.2,2,0.0,34.4
10305,18,50.0,25,0.1,1125.0
10305,29,99.0,25,0.1,2227.5
10305,39,14.4,30,0.1,388.8
10306,30,20.7,10,0.0,207.0
10306,53,26.2,10,0.0,262.0
10306,54,5.9,5,0.0,29.5
10307,62,39.4,10,0.0,394.0
10307,68,10.0,3,0.0,30.0
10308,69,28.8,1,0.0,28.8
10308,70,12.0,5,0.0,60.0
10309,4,17.6,20,0.0,352.0
10309,6,20.0,30,0.0,600.0
10309,42,11.2,2,0.0,22.4
10309,43,36.8,20,0.0,736.0
10309,71,17.2,3,0.0,51.599999999999994
10310,16,13.9,10,0.0,139.0
10310,62,39.4,5,0.0,197.0
10311,42,11.2,6,0.0,67.19999999999999
10311,69,28.8,7,0.0,201.6
10312,28,36.4,4,0.0,145.6
10312,43,36.8,24,0.0,883.1999999999999
10312,53,26.2,20,0.0,524.0
10312,75,6.2,10,0.0,62.0
10313,36,15.2,12,0.0,182.39999999999998
10314,32,25.6,40,0.1,921.6
10314,58,10.6,30,0.1,286.2
10314,62,39.4,25,0.1,886.5
10315,34,11.2,14,0.0,156.79999999999998
10315,70,12.0,30,0.0,360.0
10316,41,7.7,10,0.0,77.0
10316,62,39.4,70,0.0,2758.0
10317,1,14.4,20,0.0,288.0
10318,41,7.7,20,0.0,154.0
10318,76,14.4,6,0.0,86.4
10319,17,31.2,8,0.0,249.6
10319,28,36.4,14,0.0,509.59999999999997
10319,76,14.4,30,0.0,432.0
10320,71,17.2,30,0.0,516.0
10321,35,14.4,10,0.0,144.0
10322,52,5.6,20,0.0,112.0
10323,15,12.4,5,0.0,62.0
10323,25,11.2,4,0.0,44.8
10323,39,14.4,4,0.0,57.6
10324,16,13.9,21,0.15,248.115
10324,35,14.4,70,0.15,856.8
10324,46,9.6,30,0.0,288.0
10324,59,44.0,40,0.15,1496.0
10324,63,35.1,80,0.15,2386.7999999999997
10325,6,20.0,6,0.0,120.0
10325,13,4.8,12,0.0,57.599999999999994
10325,14,18.6,9,0.0,167.4
10325,31,10.0,4,0.0,40.0
10325,72,27.8,40,0.0,1112.0
10326,4,17.6,24,0.0,422.40000000000003
10326,57,15.6,16,0.0,249.6
10326,75,6.2,50,0.0,310.0
10327,2,15.2,25,0.2,304.0
10327,11,16.8,50,0.2,672.0
10327,30,20.7,35,0.2,579.6
10327,58,10.6,30,0.2,254.4
10328,59,44.0,9,0.0,396.0
10328,65,16.8,40,0.0,672.0
10328,68,10.0,10,0.0,100.0
10329,19,7.3,10,0.05,69.35
10329,30,20.7,8,0.05,157.32
10329,38,210.8,20,0.05,4005.2
10329,56,30.4,12,0.05,346.55999999999995
10330,26,24.9,50,0.15,1058.25
10330,72,27.8,25,0.15,590.75
10331,54,5.9,15,0.0,88.5
10332,18,50.0,40,0.2,1600.0
10332,42,11.2,10,0.2,89.60000000000001
10332,47,7.6,16,0.2,97.28
10333,14,18.6,10,0.0,186.0
10333,21,8.0,10,0.1,72.0
10333,71,17.2,40,0.1,619.2
10334,52,5.6,8,0.0,44.8
10334,68,10.0,10,0.0,100.0
10335,2,15.2,7,0.2,85.12
10335,31,10.0,25,0.2,200.0
10335,32,25.6,6,0.2,122.88000000000002
10335,51,42.4,48,0.2,1628.1599999999999
10336,4,17.6,18,0.1,285.12
10337,23,7.2,40,0.0,288.0
10337,26,24.9,24,0.0,597.5999999999999
10337,36,15.2,20,0.0,304.0
10337,37,20.8,28,0.0,582.4
10337,72,27.8,25,0.0,695.0
10338,17,31.2,20,0.0,624.0
10338,30,20.7,15,0.0,310.5
10339,4,17.6,10,0.0,176.0
10339,17,31.2,70,0.05,2074.7999999999997
10339,62,39.4,28,0.0,1103.2
10340,18,50.0,20,0.05,950.0
10340,41,7.7,12,0.05,87.78
10340,43,36.8,40,0.05,1398.3999999999999
10341,33,2.0,8,0.0,16.0
10341,59,44.0,9,0.15,336.59999999999997
10342,2,15.2,24,0.2,291.84
10342,31,10.0,56,0.2,448.0
10342,36,15.2,40,0.2,486.40000000000003
10342,55,19.2,40,0.2,614.4000000000001
10343,64,26.6,50,0.0,1330.0
10343,68,10.0,4,0.05,38.0
10343,76,14.4,15,0.0,216.0
10344,4,17.6,35,0.0,616.0
10344,8,32.0,70,0.25,1680.0
10345,8,32.0,70,0.0,2240.0
10345,19,7.3,80,0.0,584.0
10345,42,11.2,9,0.0,100.8
10346,17,31.2,36,0.1,1010.8800000000001
10346,56,30.4,20,0.0,608.0
10347,25,11.2,10,0.0,112.0
10347,39,14.4,50,0.15,612.0
10347,40,14.7,4,0.0,58.8
10347,75,6.2,6,0.15,31.62
10348,1,14.4,15,0.15,183.6
10348,23,7.2,25,0.0,180.0
10349,54,5.9,24,0.0,141.60000000000002
10350,50,13.0,15,0.1,175.5
10350,69,28.8,18,0.1,466.56
10351,38,210.8,20,0.05,4005.2
10351,41,7.7,13,0.0,100.10000000000001
10351,44,15.5,77,0.05,1133.825
10351,65,16.8,10,0.05,159.6
10352,24,3.6,10,0.0,36.0
10352,54,5.9,20,0.15,100.3
10353,11,16.8,12,0.2,161.28000000000003
10353,38,210.8,50,0.2,8432.0
10354,1,14.4,12,0.0,172.8
10354,29,99.0,4,0.0,396.0
10355,24,3.6,25,0.0,90.0
10355,57,15.6,25,0.0,390.0
10356,31,10.0,30,0.0,300.0
10356,55,19.2,12,0.0,230.39999999999998
10356,69,28.8,20,0.0,576.0
10357,10,24.8,30,0.2,595.2
10357,26,24.9,16,0.0,398.4
10357,60,27.2,8,0.2,174.08
10358,24,3.6,10,0.05,34.199999999999996
10358,34,11.2,10,0.05,106.39999999999999
10358,36,15.2,20,0.05,288.8
10359,16,13.9,56,0.05,739.4799999999999
10359,31,10.0,70,0.05,665.0
10359,60,27.2,80,0.05,2067.2
10360,28,36.4,30,0.0,1092.0
10360,29,99.0,35,0.0,3465.0
10360,38,210.8,10,0.0,2108.0
10360,49,16.0,35,0.0,560.0
10360,54,5.9,28,0.0,165.20000000000002
10361,39,14.4,54,0.1,699.84
10361,60,27.2,55,0.1,1346.4
10362,25,11.2,50,0.0,560.0
10362,51,42.4,20,0.0,848.0
10362,54,5.9,24,0.0,141.60000000000002
10363,31,10.0,20,0.0,200.0
10363,75,6.2,12,0.0,74.4
10363,76,14.4,12,0.0,172.8
10364,69,28.8,30,0.0,864.0
10364,71,17.2,5,0.0,86.0
10365,11,16.8,24,0.0,403.20000000000005
10366,65,16.8,5,0.0,84.0
10366,77,10.4,5,0.0,52.0
10367,34,11.2,36,0.0,403.2
10367,54,5.9,18,0.0,106.2
10367,65,16.8,15,0.0,252.0
10367,77,10.4,7,0.0,72.8
10368,21,8.0,5,0.1,36.0
10368,28,36.4,13,0.1,425.88
10368,57,15.6,25,0.0,390.0
10368,64,26.6,35,0.1,837.9
10369,29,99.0,20,0.0,1980.0
10369,56,30.4,18,0.25,410.4
10370,1,14.4,15,0.15,183.6
10370,64,26.6,30,0.0,798.0
10370,74,8.0,20,0.15,136.0
10371,36,15.2,6,0.2,72.96
10372,20,64.8,12,0.25,583.1999999999999
10372,38,210.8,40,0.25,6324.0
10372,60,27.2,70,0.25,1428.0
10372,72,27.8,42,0.25,875.7
10373,58,10.6,80,0.2,678.4000000000001
10373,71,17.2,50,0.2,688.0
10374,31,10.0,30,0.0,300.0
10374,58,10.6,15,0.0,159.0
10375,14,18.6,15,0.0,279.0
10375,54,5.9,10,0.0,59.0
10376,31,10.0,42,0.05,399.0
10377,28,36.4,20,0.15,618.8
10377,39,14.4,20,0.15,244.79999999999998
10378,71,17.2,6,0.0,103.19999999999999
10379,41,7.7,8,0.1,55.440000000000005
10379,63,35.1,16,0.1,505.44000000000005
10379,65,16.8,20,0.1,302.40000000000003
10380,30,20.7,18,0.1,335.34
10380,53,26.2,20,0.1,471.6
10380,60,27.2,6,0.1,146.88
10380,70,12.0,30,0.0,360.0
10381,74,8.0,14,0.0,112.0
10382,5,17.0,32,0.0,544.0
10382,18,50.0,9,0.0,450.0
10382,29,99.0,14,0.0,1386.0
10382,33,2.0,60,0.0,120.0
10382,74,8.0,50,0.0,400.0
10383,13,4.8,20,0.0,96.0
10383,50,13.0,15,0.0,195.0
10383,56,30.4,20,0.0,608.0
10384,20,64.8,28,0.0,1814.3999999999999
10384,60,27.2,15,0.0,408.0
10385,7,24.0,10,0.2,192.0
10385,60,27.2,20,0.2,435.20000000000005
10385,68,10.0,8,0.2,64.0
10386,24,3.6,15,0.0,54.0
10386,34,11.2,10,0.0,112.0
10387,24,3.6,15,0.0,54.0
10387,28,36.4,6,0.0,218.39999999999998
10387,59,44.0,12,0.0,528.0
10387,71,17.2,15,0.0,258.0
10388,45,7.6,15,0.2,91.2
10388,52,5.6,20,0.2,89.60000000000001
10388,53,26.2,40,0.0,1048.0
10389,10,24.8,16,0.0,396.8
10389,55,19.2,15,0.0,288.0
10389,62,39.4,20,0.0,788.0
10389,70,12.0,30,0.0,360.0
10390,31,10.0,60,0.1,540.0
10390,35,14.4,40,0.1,518.4
10390,46,9.6,45,0.0,432.0
10390,72,27.8,24,0.1,600.48
10391,13,4.8,18,0.0,86.39999999999999
10392,69,28.8,50,0.0,1440.0
10393,2,15.2,25,0.25,285.0
10393,14,18.6,42,0.25,585.9000000000001
10393,25,11.2,7,0.25,58.8
10393,26,24.9,70,0.25,1307.25
10393,31,10.0,32,0.0,320.0
10394,13,4.8,10,0.0,48.0
10394,62,39.4,10,0.0,394.0
10395,46,9.6,28,0.1,241.92000000000002
10395,53,26.2,70,0.1,1650.6000000000001
10395,69,28.8,8,0.0,230.4
10396,23,7.2,40,0.0,288.0
10396,71,17.2,60,0.0,1032.0
10396,72,27.8,21,0.0,583.8000000000001
10397,21,8.0,10,0.15,68.0
10397,51,42.4,18,0.15,648.7199999999999
10398,35,14.4,30,0.0,432.0
10398,55,19.2,120,0.1,2073.6
10399,68,10.0,60,0.0,600.0
10399,71,17.2,30,0.0,516.0
10399,76,14.4,35,0.0,504.0
10399,77,10.4,14,0.0,145.6
10400,29,99.0,21,0.0,2079.0
10400,35,14.4,35,0.0,504.0
10400,49,16.0,30,0.0,480.0
10401,30,20.7,18,0.0,372.59999999999997
10401,56,30.4,70,0.0,2128.0
10401,65,16.8,20,0.0,336.0
10401,71,17.2,60,0.0,1032.0
10402,23,7.2,60,0.0,432.0
10402,63,35.1,65,0.0,2281.5
10403,16,13.9,21,0.15,248.115
10403,48,10.2,70,0.15,606.9
10404,26,24.9,30,0.05,709.65
10404,42,11.2,40,0.05,425.59999999999997
10404,49,16.0,30,0.05,456.0
10405,3,8.0,50,0.0,400.0
10406,1,14.4,10,0.0,144.0
10406,21,8.0,30,0.1,216.0
10406,28,36.4,42,0.1,1375.92
10406,36,15.2,5,0.1,68.4
10406,40,14.7,2,0.1,26.46
10407,11,16.8,30,0.0,504.0
10407,69,28.8,15,0.0,432.0
10407,71,17.2,15,0.0,258.0
10408,37,20.8,10,0.0,208.0
10408,54,5.9,6,0.0,35.400000000000006
10408,62,39.4,35,0.0,1379.0
10409,14,18.6,12,0.0,223.20000000000002
10409,21,8.0,12,0.0,96.0
10410,33,2.0,49,0.0,98.0
10410,59,44.0,16,0.0,704.0
10411,41,7.7,25,0.2,154.0
10411,44,15.5,40,0.2,496.0
10411,59,44.0,9,0.2,316.8
10412,14,18.6,20,0.1,334.8
10413,1,14.4,24,0.0,345.6
10413,62,39.4,40,0.0,1576.0
10413,76,14.4,14,0.0,201.6
10414,19,7.3,18,0.05,124.83
10414,33,2.0,50,0.0,100.0
10415,17,31.2,2,0.0,62.4
10415,33,2.0,20,0.0,40.0
10416,19,7.3,20,0.0,146.0
10416,53,26.2,10,0.0,262.0
10416,57,15.6,20,0.0,312.0
10417,38,210.8,50,0.0,10540.0
10417,46,9.6,2,0.25,14.399999999999999
10417,68,10.0,36,0.25,270.0
10417,77,10.4,35,0.0,364.0
10418,2,15.2,60,0.0,912.0
10418,47,7.6,55,0.0,418.0
10418,61,22.8,16,0.0,364.8
10418,74,8.0,15,0.0,120.0
10419,60,27.2,60,0.05,1550.3999999999999
10419,69,28.8,20,0.05,547.1999999999999
10420,9,77.6,20,0.1,1396.8
10420,13,4.8,2,0.1,8.64
10420,70,12.0,8,0.1,86.4
10420,73,12.0,20,0.1,216.0
10421,19,7.3,4,0.15,24.82
10421,26,24.9,30,0.0,747.0
10421,53,26.2,15,0.15,334.05
10421,77,10.4,10,0.15,88.39999999999999
10422,26,24.9,2,0.0,49.8
10423,31,10.0,14,0.0,140.0
10423,59,44.0,20,0.0,880.0
10424,35,14.4,60,0.2,691.2
10424,38,210.8,49,0.2,8263.36
10424,68,10.0,30,0.2,240.0
10425,55,19.2,10,0.25,144.0
10425,76,14.4,20,0.25,216.0
10426,56,30.4,5,0.0,152.0
10426,64,26.6,7,0.0,186.20000000000002
10427,14,18.6,35,0.0,651.0
10428,46,9.6,20,0.0,192.0
10429,50,13.0,40,0.0,520.0
10429,63,35.1,35,0.25,921.375
10430,17,31.2,45,0.2,1123.2
10430,21,8.0,50,0.0,400.0
10430,56,30.4,30,0.0,912.0
10430,59,44.0,70,0.2,2464.0
10431,17,31.2,50,0.25,1170.0
10431,40,14.7,50,0.25,551.25
10431,47,7.6,30,0.25,171.0
10432,26,24.9,10,0.0,249.0
10432,54,5.9,40,0.0,236.0
10433,56,30.4,28,0.0,851.1999999999999
10434,11,16.8,6,0.0,100.80000000000001
10434,76,14.4,18,0.15,220.32
10435,2,15.2,10,0.0,152.0
10435,22,16.8,12,0.0,201.60000000000002
10435,72,27.8,10,0.0,278.0
10436,46,9.6,5,0.0,48.0
10436,56,30.4,40,0.1,1094.4
10436,64,26.6,30,0.1,718.2
10436,75,6.2,24,0.1,133.92000000000002
10437,53,26.2,15,0.0,393.0
10438,19,7.3,15,0.2,87.60000000000001
10438,34,11.2,20,0.2,179.20000000000002
10438,57,15.6,15,0.2,187.20000000000002
10439,12,30.4,15,0.0,456.0
10439,16,13.9,16,0.0,222.4
10439,64,26.6,6,0.0,159.60000000000002
10439,74,8.0,30,0.0,240.0
10440,2,15.2,45,0.15,581.4
10440,16,13.9,49,0.15,578.9350000000001
10440,29,99.0,24,0.15,2019.6
10440,61,22.8,90,0.15,1744.2
10441,27,35.1,50,0.0,1755.0
10442,11,16.8,30,0.0,504.0
10442,54,5.9,80,0.0,472.0
10442,66,13.6,60,0.0,816.0
10443,11,16.8,6,0.2,80.64000000000001
10443,28,36.4,12,0.0,436.79999999999995
10444,17,31.2,10,0.0,312.0
10444,26,24.9,15,0.0,373.5
10444,35,14.4,8,0.0,115.2
10444,41,7.7,30,0.0,231.0
10445,39,14.4,6,0.0,86.4
10445,54,5.9,15,0.0,88.5
10446,19,7.3,12,0.1,78.84
10446,24,3.6,20,0.1,64.8
10446,31,10.0,3,0.1,27.0
10446,52,5.6,15,0.1,75.60000000000001
